decimalLongitude,decimalLatitude,individualCount,year
-58,-34,2,2020
-58,-34,7,2020
-58,-33,1,2020
-57,-25,85,2020
-76,-11,4,2020
-60,-33,3,2020
-60,-33,2,2020
-50,-31,15,2020
-60,-31,2,2020
-62,-34,74,2020
-57,-25,2,2020
-57,-35,31,2020
-58,-33,1,2020
-57,-25,39,2020
-60,-31,3,2020
-60,-31,5,2020
-58,-34,24,2020
-58,-26,8,2020
-54,-33,12,2020
-57,-35,1,2020
-58,-26,8,2020
-57,-25,9,2020
-74,4,5,2020
-62,-33,6,2020
-57,-25,20,2020
-58,-26,20,2020
-60,-31,25,2020
-56,-25,3,2020
-57,-28,6,2020
-58,-33,4,2020
-69,-12,1,2020
-58,-26,2,2020
-58,-34,20,2020
-58,-26,10,2020
-60,-31,10,2020
-57,-25,40,2020
-57,-30,4,2020
-54,-25,1,2020
-46,-23,10,2020
-57,-25,1,2020
-46,-23,40,2020
-47,-24,5,2020
-70,-33,4,2020
-58,-33,5,2020
-58,-34,5,2020
-57,-25,11,2020
-55,-27,3,2020
-57,-25,6,2020
-48,-22,1,2020
-66,-17,1,2020
-58,-33,3,2020
-48,-22,9,2020
-58,-26,8,2020
-63,-31,20,2020
-57,-34,1,2020
-59,-32,1,2020
-46,-24,1,2020
-58,-34,7,2020
-47,-24,4,2020
-58,-26,16,2020
-58,-34,17,2020
-51,-31,3,2020
-62,-37,15,2020
-60,-31,1,2020
-56,-27,2,2020
-61,-33,6,2020
-58,-33,3,2020
-54,-34,34,2020
-54,-34,4,2020
-58,-34,3,2020
-57,-25,10,2020
-56,-34,1,2020
-65,-47,2,2020
-61,-33,35,2020
-57,-25,3,2020
-58,-33,1,2020
-54,-34,2,2020
-61,-33,2,2020
-54,-34,50,2020
-54,-34,78,2020
-60,-32,3,2020
-60,-31,1,2020
-54,-34,1,2020
-60,-33,5,2020
-61,-31,6,2020
-58,-34,3,2020
-55,-34,5,2020
-58,-26,2,2020
-60,-31,2,2020
-61,-31,25,2020
-60,-32,2,2020
-70,-18,2,2020
-78,-2,14,2020
-58,-26,20,2020
-58,-34,2,2020
-59,-33,3,2020
-57,-35,1,2020
-54,-30,2,2020
-60,-31,3,2020
-76,2,1,2020
-58,-30,1,2020
-60,-29,35,2020
-54,-30,1,2020
-62,-17,4,2020
-58,-31,2,2020
-57,-25,14,2020
-76,3,1,2020
-73,-3,1,2020
-73,3,1,2020
-58,-26,27,2020
-58,-30,1,2020
-58,-33,1,2020
-57,-25,37,2020
-56,-36,1,2020
-57,-35,18,2020
-50,-31,1,2020
-65,-24,8,2020
-51,-31,200,2020
-61,-33,230,2020
-52,-32,30,2020
-56,-25,1,2020
-57,-25,88,2020
-72,-14,1,2020
-57,-25,8,2020
-58,-34,1,2020
-76,0,3,2020
-59,-33,1,2020
-58,-33,2,2020
-76,3,3,2020
-76,3,1,2020
-58,-34,1,2020
-57,-25,23,2020
-57,-36,1,2020
-58,-34,1,2020
-70,-33,1,2020
-57,-35,2,2020
-57,-25,8,2020
-52,-23,10,2020
-76,3,2,2020
-63,-31,12,2020
-57,-36,1,2020
-57,-25,73,2020
-62,-17,1,2020
-57,-37,8,2020
-62,-34,8,2020
-60,-33,1,2020
-60,-33,1,2020
-57,-25,12,2020
-51,-31,1,2020
-60,-29,10,2020
-58,-34,1,2020
-57,-36,1,2020
-58,-35,1,2020
-58,-35,1,2020
-60,-33,1,2020
-60,-33,1,2020
-57,-25,15,2020
-57,-28,3,2020
-57,-35,1,2020
-76,0,6,2020
-56,-34,5,2020
-60,-22,7,2020
-53,-28,1,2020
-60,-31,3,2020
-65,-22,18,2020
-57,-25,22,2020
-58,-34,5,2020
-58,-33,14,2020
-56,-36,6,2020
-57,-25,29,2020
-76,3,2,2020
-60,-29,5,2020
