,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
86586,1707346222,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS259115274,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Humedales de Eten (Valqui E5.2),Lambayeque,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-6.91331,-79.8812,,,,,,,2014-05-14T00:00:00,14,5,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS259115274,,,,CC0_1_0,,obsr109998,,,2021-03-09T13:01:28.231Z,,
86599,2222486036,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS680625652,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Lago Piuray,Cuzco [Cusco],PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.4154,-72.0327,,,,,,,2018-10-25T00:00:00,25,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS680625652,,,,CC0_1_0,,obsr220662,,,2021-03-09T12:54:47.600Z,,
86600,2231719585,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS685001727,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,San Clemente - Costa,Buenos Aires,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.334,-56.7299,,,,,,,2018-12-11T00:00:00,11,12,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS685001727,,,,CC0_1_0,,obsr897585,,,2021-03-09T13:02:00.474Z,,
86617,1411256151,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS407973395,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Balneário Rincão--Praia do Rincão,Santa Catarina,PRESENT,25.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-28.8652,-49.2684,,,,,,,2014-11-22T00:00:00,22,11,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS407973395,,,,CC0_1_0,,obsr661664,,,2021-03-09T13:01:34.748Z,,
86627,1202267182,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS291677142,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Barra da Lagoa de Peixe,Rio Grande do Sul,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.3573,-51.0391,,,,,,,2012-04-02T00:00:00,2,4,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS291677142,,,,CC0_1_0,,obsr280745,,,2021-03-09T12:51:13.431Z,,
86632,1710376567,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS366118946,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Provincial Aves Playeras,Santa Cruz,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-51.667,-69.0648,,,,,,,2016-01-15T00:00:00,15,1,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS366118946,,,,CC0_1_0,,obsr294601,,,2021-03-09T13:00:38.747Z,,
86686,2692514202,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS760041210,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Laguna de los Pozuelos (AICA JU15)--punto conteo SE,Jujuy,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.4149,-65.9834,,,,,,,2019-02-02T00:00:00,2,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS760041210,,,,CC0_1_0,,obsr1253254,,,2021-03-09T12:55:01.510Z,,
86705,1173884830,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS256752779,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA BA11),Buenos Aires,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.7444,-57.427,,,,,,,2004-11-05T00:00:00,5,11,2004,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS256752779,,,,CC0_1_0,,obsr429465,,,2021-03-09T12:51:02.431Z,,
86723,2763440134,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS725360261,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Estancia Medaland,Buenos Aires,PRESENT,81.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4319,-57.1917,,,,,,,2019-01-27T00:00:00,27,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS725360261,,,,CC0_1_0,,obsr206598,,,2021-03-09T12:54:45.840Z,,
86733,2792604728,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS844450922,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Praia de Sepetiba,Rio de Janeiro,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.977,-43.7045,,,,,,,2019-12-24T00:00:00,24,12,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS844450922,,,,CC0_1_0,,obsr1370906,,,2021-03-09T12:56:43.059Z,,
86761,2710704240,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS834263828,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Laguna El Cristal,Santa Fe,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.0243,-60.1151,,,,,,,2019-11-30T00:00:00,30,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS834263828,,,,CC0_1_0,,obsr914504,,,2021-03-09T13:04:55.762Z,,
86770,1405317414,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS364807584,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2015-12-11T00:00:00,11,12,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS364807584,,,,CC0_1_0,,obsr303367,,,2021-03-09T13:03:17.916Z,,
86821,2146154961,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS596179698,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Monumento Caídos en Malvinas (AICA TF01),Tierra del Fuego,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-53.776,-67.7002,,,,,,,2018-03-10T00:00:00,10,3,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS596179698,,,,CC0_1_0,,obsr635735,,,2021-03-09T13:04:30.645Z,,
86830,2217736513,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS675147990,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Peruíbe--área geral,São Paulo,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-24.3128,-47.0006,,,,,,,2018-11-02T00:00:00,2,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS675147990,,,,CC0_1_0,,obsr608150,,,2021-03-09T13:03:32.913Z,,
86852,2203588625,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS676050271,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,El Palenque,Buenos Aires,PRESENT,100.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.4965,-56.9649,,,,,,,2018-11-05T00:00:00,5,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS676050271,,,,CC0_1_0,,obsr426825,,,2021-03-09T12:54:44.327Z,,
86910,2656645695,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS706994696,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Desembocadura Río Loa -- Aguas Someras,Tarapacá,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-21.4298,-70.0568,,,,,,,2019-01-18T00:00:00,18,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS706994696,,,,CC0_1_0,,obsr192735,,,2021-03-09T13:04:06.130Z,,
86983,1175953694,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS258862307,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.1866,,,,,,,2012-03-01T00:00:00,1,3,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS258862307,,,,CC0_1_0,,obsr162833,,,2021-03-09T12:52:44.552Z,,
87087,2229115002,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS691429194,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Loa--Desembocadura,Tarapacá,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-21.4292,-70.0585,,,,,,,2018-12-27T00:00:00,27,12,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS691429194,,,,CC0_1_0,,obsr838933,,,2021-03-09T12:54:24.473Z,,
87099,1737575620,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS402714184,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,PP Laguna de Rocha--Zona Sur y Barra,Rocha,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6797,-54.2732,,,,,,,2016-01-14T00:00:00,14,1,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS402714184,,,,CC0_1_0,,obsr547932,,,2021-03-09T12:51:59.489Z,,
87153,2718250964,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS822042208,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Lago Piuray,Cuzco [Cusco],PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.4154,-72.0327,,,,,,,2019-10-24T00:00:00,24,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS822042208,,,,CC0_1_0,,obsr549438,,,2021-03-09T13:03:38.270Z,,
87166,2716246906,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS822596314,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2019-10-28T00:00:00,28,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS822596314,,,,CC0_1_0,,obsr570036,,,2021-03-09T13:04:52.284Z,,
87174,1726252498,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS389400077,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Cortaderas,Catamarca,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-27.559,-68.1657,,,,,,,2016-02-17T00:00:00,17,2,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS389400077,,,,CC0_1_0,,obsr426915,,,2021-03-09T12:59:54.051Z,,
87175,839784599,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS155472235,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,Valparaíso,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.4101,-71.4108,,,,,,,2012-06-02T00:00:00,2,6,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS155472235,,,,CC0_1_0,,obsr160900,,,2021-03-09T12:58:32.022Z,,
87260,1405321519,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS364807804,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Valle de Azapa--Tranque Sobraya,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.5753,-70.0236,,,,,,,2015-12-11T00:00:00,11,12,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS364807804,,,,CC0_1_0,,obsr303367,,,2021-03-09T13:01:33.189Z,,
87275,1770792199,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS440101730,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Pescadero de Balneario Orense--5° Salto,Buenos Aires,PRESENT,191.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.8204,-59.7695,,,,,,,2016-11-02T00:00:00,2,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS440101730,,,,CC0_1_0,,obsr427673,,,2021-03-09T13:01:41.180Z,,
87298,2780219649,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS824412574,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"14 Costanera a la Barra, El Tesoro, Departamento de Maldonado, UY (-34,909, -54,87)",Maldonado,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9089,-54.8696,,,,,,,2019-11-04T00:00:00,4,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS824412574,,,,CC0_1_0,,obsr428578,,,2021-03-09T12:55:10.902Z,,
87321,2656034555,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS700599112,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"Rambla Yatay, Solís, Departamento de Maldonado, UY (-34,802, -55,384)",Maldonado,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8019,-55.3844,,,,,,,2019-01-20T00:00:00,20,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS700599112,,,,CC0_1_0,,obsr1163145,,,2021-03-09T13:02:33.731Z,,
87327,2709383690,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS829955688,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Represa Chacan,Cuzco [Cusco],PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.436,-72.1304,,,,,,,2019-11-20T00:00:00,20,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS829955688,,,,CC0_1_0,,obsr795294,,,2021-03-09T12:55:37.979Z,,
87362,1768794088,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS437929585,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Peruibe,São Paulo,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-24.2955,-47.0312,,,,,,,2016-10-22T00:00:00,22,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS437929585,,,,CC0_1_0,,obsr787191,,,2021-03-09T13:11:40.202Z,,
87363,2792883516,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS807959878,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-09-21T00:00:00,21,9,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS807959878,,,,CC0_1_0,,obsr315390,,,2021-03-09T13:04:12.991Z,,
87378,2035274624,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS460852938,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva El Destino,Buenos Aires,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-35.1349,-57.3907,,,,,,,2017-01-19T00:00:00,19,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS460852938,,,,CC0_1_0,,obsr795060,,,2021-03-09T13:01:45.986Z,,
87380,2697995501,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS809938256,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Praia de Peruíbe,São Paulo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-24.272,-46.93,,,,,,,2019-09-25T00:00:00,25,9,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS809938256,,,,CC0_1_0,,obsr1369779,,,2021-03-09T12:54:34.605Z,,
87416,2706981205,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS818526013,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA CO07)--Ea. La Orihuela,Córdoba,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.875,-62.4745,,,,,,,2019-10-19T00:00:00,19,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS818526013,,,,CC0_1_0,,obsr765601,,,2021-03-09T12:55:33.097Z,,
87419,2228828465,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS690964901,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Loa--Desembocadura,Tarapacá,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-21.4292,-70.0585,,,,,,,2018-12-27T00:00:00,27,12,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS690964901,,,,CC0_1_0,,obsr500530,,,2021-03-09T13:03:32.883Z,,
87486,972549575,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS218775777,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2013-11-19T00:00:00,19,11,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS218775777,,,,CC0_1_0,,obsr122234,,,2021-03-09T12:58:30.173Z,,
87518,1770698086,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAMERICA:OBS440157004,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Barra de Valizas--Área general,Rocha,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.3364,-53.794,,,,,,,2013-01-16T00:00:00,16,1,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CAMERICA,OBS440157004,,,,CC0_1_0,,obsr521964,,,2021-03-09T13:00:59.049Z,,
87573,2224415813,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS672615214,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,San Clemente del Tuyú--Puerto,Buenos Aires,PRESENT,15.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.3411,-56.7471,,,,,,,2018-11-02T00:00:00,2,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS672615214,,,,CC0_1_0,,obsr86405,,,2021-03-09T12:54:39.458Z,,
87580,966278490,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS211755216,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,BR-AM-Iranduba - -3.1903x-60.1200 - 22/09/2013 19:55,Amazonas,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-3.19035,-60.12,,,,,,,2013-09-22T00:00:00,22,9,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS211755216,,,,CC0_1_0,,obsr427634,,,2021-03-09T12:50:43.530Z,,
87592,2714675144,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS873262473,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Reserva Natural Punta Rasa, San Clemente del Tuyú",Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2968,-56.7737,,,,,,,2010-12-18T00:00:00,18,12,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS873262473,,,,CC0_1_0,,obsr503384,,,2021-03-09T13:04:34.442Z,,
87598,1194765207,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS279650019,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Rta. 11--km 66,Buenos Aires,PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.4699,-57.1249,,,,,,,2014-11-06T00:00:00,6,11,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS279650019,,,,CC0_1_0,,obsr34603,,,2021-03-09T12:51:14.961Z,,
