,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
42041,1190964903,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275380558,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva de Biósfera Laguna de los Pozuelos (AICA JU15),Jujuy,PRESENT,14.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.4075,-66.0055,,,,,,,2011-02-01T00:00:00,1,2,2011,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275380558,,,,CC0_1_0,,obsr521893,,,2021-03-09T12:51:28.278Z,,
42052,2049128395,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS478442021,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"Salinas do Peró, Cabo Frio",Rio de Janeiro,PRESENT,10.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.8675,-42.0133,,,,,,,2017-01-23T00:00:00,23,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS478442021,,,,CC0_1_0,,obsr893586,,,2021-03-09T13:11:54.368Z,,
42126,1775199880,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS445096781,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"BR-MG-Conceição da Barra de Minas-36360 - -21,2268x-44,5063",Minas Gerais,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-21.2268,-44.5063,,,,,,,2016-11-20T00:00:00,20,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS445096781,,,,CC0_1_0,,obsr441957,,,2021-03-09T13:01:38.392Z,,
42144,1774050787,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS443653318,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Piuray entrada,Cuzco [Cusco],PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.4204,-72.0453,,,,,,,2016-11-17T00:00:00,17,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS443653318,,,,CC0_1_0,,obsr215362,,,2021-03-09T13:00:12.695Z,,
42242,840018530,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS172163698,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Refugio de Vida Silvestre Los Pantanos de Villa,Lima,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-12.2141,-76.9893,,,,,,,2012-11-28T00:00:00,28,11,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS172163698,,,,CC0_1_0,,obsr347045,,,2021-03-09T12:57:16.256Z,,
42246,2721129498,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS822888335,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,PARNA Jurubatiba - Flexeiras a Garças,Rio de Janeiro,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.1828,-41.3914,,,,,,,2019-10-31T00:00:00,31,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS822888335,,,,CC0_1_0,,obsr1410381,,,2021-03-09T13:05:32.354Z,,
42265,2115370604,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS579865135,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,PN Lagoa do Peixe--Trilha do Talha-Mar,Rio Grande do Sul,PRESENT,10.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2563,-50.9829,,,,,,,2018-02-01T00:00:00,1,2,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS579865135,,,,CC0_1_0,,obsr1019663,,,2021-03-09T13:01:26.438Z,,
42338,1398403263,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS354935173,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna Jose Ignacio,Maldonado,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8428,-54.6748,,,,,,,2015-11-21T00:00:00,21,11,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS354935173,,,,CC0_1_0,,obsr623792,,,2021-03-09T13:10:57.673Z,,
42416,2096940310,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS539510973,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Parque Linear Nove de Julho,São Paulo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.7196,-46.7166,,,,,,,2017-10-08T00:00:00,8,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS539510973,,,,CC0_1_0,,obsr655663,,,2021-03-09T12:52:36.152Z,,
42439,267646673,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS85496064,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Manglares de San Pedro de Vice,Piura,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-5.52424,-80.8909,,,,,,,2010-02-13T00:00:00,13,2,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS85496064,,,,CC0_1_0,,obsr164410,,,2021-03-09T12:58:47.744Z,,
42442,1197337185,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS282925577,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,PN Campos del Tuyú (AICA BA23),Buenos Aires,PRESENT,10.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.35,-56.8667,,,,,,,2014-11-22T00:00:00,22,11,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS282925577,,,,CC0_1_0,,obsr541066,,,2021-03-09T13:10:38.377Z,,
42461,977192841,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS225676620,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"BR-RS - -31.2203x-50.9555 - Dec 13, 2013, 6:58 PM",Rio Grande do Sul,PRESENT,48.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2203,-50.9555,,,,,,,2013-12-26T00:00:00,26,12,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS225676620,,,,CC0_1_0,,obsr252322,,,2021-03-09T12:50:24.954Z,,
42467,2103029404,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS563464630,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Complejo de Cabañas Ansenuza Colonia Francesa (AICA SF07),Santa Fe,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.6369,-59.9583,,,,,,,2018-01-02T00:00:00,2,1,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS563464630,,,,CC0_1_0,,obsr765601,,,2021-03-09T13:02:50.307Z,,
42483,2786319166,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS807602538,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2019-09-20T00:00:00,20,9,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS807602538,,,,CC0_1_0,,obsr570036,,,2021-03-09T13:03:54.453Z,,
42484,1179059004,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS262232635,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,5to Salto,Buenos Aires,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.8305,-59.8243,,,,,,,2014-03-08T00:00:00,8,3,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS262232635,,,,CC0_1_0,,obsr427673,,,2021-03-09T12:58:41.580Z,,
42502,938873492,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS180826652,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Paraty--área geral,Rio de Janeiro,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.2195,-44.7161,,,,,,,2011-10-30T00:00:00,30,10,2011,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS180826652,,,,CC0_1_0,,obsr252043,,,2021-03-09T12:50:46.077Z,,
42522,1149744276,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS224727047,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"AR-BA - -35.6737x-58.4782 - Jan 6, 2014, 5:54 PM",Buenos Aires,PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-35.6737,-58.4782,,,,,,,2014-01-05T00:00:00,5,1,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS224727047,,,,CC0_1_0,,obsr34603,,,2021-03-09T12:57:56.080Z,,
42524,2729368553,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS704085009,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,La cachufleta,Maldonado,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.797,-54.562,,,,,,,2019-01-27T00:00:00,27,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS704085009,,,,CC0_1_0,,obsr802097,,,2021-03-09T12:54:21.129Z,,
42528,2224645641,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS672991731,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,9.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2018-11-03T00:00:00,3,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS672991731,,,,CC0_1_0,,obsr86405,,,2021-03-09T13:03:35.922Z,,
42546,1787579565,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS483966679,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CO,Río Cotué--Corregimiento de Tarapacá,Amazonas,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-2.88842,-69.7365,,,,,,,2013-09-09T00:00:00,9,9,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS483966679,,,,CC0_1_0,,obsr723466,,,2021-03-09T13:11:54.068Z,,
42556,1767089577,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS436191027,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Piracicaba--Tanquã,São Paulo,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.6701,-48.0118,,,,,,,2016-10-14T00:00:00,14,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS436191027,,,,CC0_1_0,,obsr623262,,,2021-03-09T13:01:43.126Z,,
42559,1411819841,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS48048042,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Laguna de Huacarpay,Cuzco [Cusco],PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.618,-71.7304,,,,,,,2004-11-12T00:00:00,12,11,2004,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS48048042,,,,CC0_1_0,,obsr16646,,,2021-03-09T12:48:38.079Z,,
42588,1204011808,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS301245037,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA CO07)--Costa de Paladino,Córdoba,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.8616,-62.5808,,,,,,,2014-03-23T00:00:00,23,3,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS301245037,,,,CC0_1_0,,obsr539518,,,2021-03-09T12:58:28.469Z,,
42598,2753022010,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS724036220,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna de Rocha_Aguas someras_94,Rocha,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6716,-54.283,,,,,,,2019-01-24T00:00:00,24,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS724036220,,,,CC0_1_0,,obsr1236165,,,2021-03-09T13:03:29.300Z,,
42602,1190944950,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275405339,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,"Campo María, Dpto. Pte. Hayes. (Alto Chaco)",Presidente Hayes,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.545,-59.3111,,,,,,,2000-09-29T00:00:00,29,9,2000,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275405339,,,,CC0_1_0,,obsr520076,,,2021-03-09T12:59:47.032Z,,
42621,2711833072,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS836154289,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,San Javier (AICA SF07),Santa Fe,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.5765,-59.9342,,,,,,,2019-11-18T00:00:00,18,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS836154289,,,,CC0_1_0,,obsr1096007,,,2021-03-09T13:05:14.601Z,,
42625,2149103375,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS598903408,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ea. Medaland (AICA BA22 -Acceso restringido),Buenos Aires,PRESENT,32.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4313,-57.1921,,,,,,,1996-09-12T00:00:00,12,9,1996,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS598903408,,,,CC0_1_0,,obsr665660,,,2021-03-09T12:53:36.265Z,,
42626,2231197951,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS710296175,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,ZA,Strandfontein WTP,Western Cape,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.0827,18.5132,,,,,,,2016-12-11T00:00:00,11,12,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS710296175,,,,CC0_1_0,,obsr682898,,,2021-03-09T13:03:16.368Z,,
42640,2708581107,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS830411922,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2019-10-20T00:00:00,20,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS830411922,,,,CC0_1_0,,obsr94083,,,2021-03-09T12:56:22.178Z,,
42655,2773884229,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS870724931,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Paisaje Protegido Laguna de Rocha--Área general,Rocha,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6183,-54.2921,,,,,,,2013-01-28T00:00:00,28,1,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS870724931,,,,CC0_1_0,,obsr435325,,,2021-03-09T12:55:13.139Z,,
42700,1411256635,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS407973564,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Balneário Rincão--Praia do Rincão,Santa Catarina,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-28.8652,-49.2684,,,,,,,2015-01-16T00:00:00,16,1,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS407973564,,,,CC0_1_0,,obsr661664,,,2021-03-09T13:00:41.125Z,,
42706,2739924211,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS709370694,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,PP Laguna de Rocha--Zona Sur y Barra,Rocha,PRESENT,8.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6797,-54.2732,,,,,,,2019-02-11T00:00:00,11,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS709370694,,,,CC0_1_0,,obsr435325,,,2021-03-09T13:02:59.799Z,,
42725,2052947559,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS482995456,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,ZA,Strandfontein WTP,Western Cape,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.0827,18.5132,,,,,,,2017-02-24T00:00:00,24,2,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS482995456,,,,CC0_1_0,,obsr132426,,,2021-03-09T13:01:21.619Z,,
42729,1760770195,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS429351458,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Costanera Norte Parte I,Asunción,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.276,-57.6327,,,,,,,2016-09-11T00:00:00,11,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS429351458,,,,CC0_1_0,,obsr430326,,,2021-03-09T12:52:56.954Z,,
42739,2135931223,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS601977646,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ea. El Dorado,Santa Fe,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2718,-60.2644,,,,,,,2009-12-30T00:00:00,30,12,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS601977646,,,,CC0_1_0,,obsr435325,,,2021-03-09T12:53:39.752Z,,
42774,2034238419,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS470963613,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,68.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2017-02-25T00:00:00,25,2,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS470963613,,,,CC0_1_0,,obsr162921,,,2021-03-09T13:01:49.058Z,,
42793,2717814717,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS823493141,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-11-01T00:00:00,1,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS823493141,,,,CC0_1_0,,obsr658602,,,2021-03-09T12:54:50.705Z,,
42917,2699162107,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS813928008,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,PE Restinga de Bertioga--Praia de Itaguaré,São Paulo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.7802,-45.9713,,,,,,,2019-10-06T00:00:00,6,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS813928008,,,,CC0_1_0,,obsr1458811,,,2021-03-09T13:05:47.341Z,,
42918,2143811872,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS593211514,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Localidad desconocida - -31,655x-63,528 - 21 jun. 2017 7:52",Córdoba,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.6551,-63.5283,,,,,,,2018-03-29T00:00:00,29,3,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS593211514,,,,CC0_1_0,,obsr765877,,,2021-03-09T12:54:13.710Z,,
42933,2767746335,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS738624054,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción: desde Cabildo,Asunción,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2777,-57.6312,,,,,,,2009-09-10T00:00:00,10,9,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS738624054,,,,CC0_1_0,,obsr1077415,,,2021-03-09T13:04:27.486Z,,
