,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
171792,11/14/2019 0:00,1.0,-34.608204,-58.35397,14.0,11.0,2019.0
171858,12/5/2020 0:00,45.0,-37.446762,-61.107185,5.0,12.0,2020.0
172240,12/11/2018 0:00,60.0,-35.269484999999996,-63.687343999999996,11.0,12.0,2018.0
172442,2/18/2019 0:00,4.0,-32.75031,-58.4833,18.0,2.0,2019.0
172900,4/9/1982 0:00,1.0,-2.820548,-80.13741,9.0,4.0,1982.0
172978,2/17/2017 0:00,1.0,-35.271,-59.126000000000005,17.0,2.0,2017.0
173060,12/23/2018 0:00,8.0,-34.33566,-62.50376,23.0,12.0,2018.0
173931,11/15/2019 0:00,4.0,-30.286806,-57.35106,15.0,11.0,2019.0
174063,2/13/2020 0:00,16.0,-34.451584000000004,-57.71674300000001,13.0,2.0,2020.0
174298,12/6/2019 0:00,10.0,-30.910084,-62.251324,6.0,12.0,2019.0
174855,11/9/2019 0:00,1.0,-31.826988,-60.605328,9.0,11.0,2019.0
175134,12/15/2020 0:00,2.0,-31.871434999999998,-58.211575,15.0,12.0,2020.0
175426,12/9/2018 0:00,1.0,-32.672059999999995,-62.49207,9.0,12.0,2018.0
175474,1/20/2011 0:00,1.0,-34.37938,-54.41256,20.0,1.0,2011.0
175476,12/13/2019 0:00,1.0,-34.53852,-58.443703,13.0,12.0,2019.0
176702,11/27/2014 0:00,2.0,-31.871434999999998,-58.211575,27.0,11.0,2014.0
176728,1/1/2019 0:00,1.0,-38.15,-58.7833,1.0,1.0,2019.0
177120,9/30/1984 0:00,1.0,,,30.0,9.0,1984.0
177127,10/5/1980 0:00,1.0,,,5.0,10.0,1980.0
177338,3/18/2019 0:00,1.0,-30.992203000000003,-62.665787,18.0,3.0,2019.0
177362,11/4/2013 0:00,1.0,-28.5604,-60.1842,4.0,11.0,2013.0
177769,11/15/2011 0:00,150.0,-38.024834000000006,-60.594666000000004,15.0,11.0,2011.0
178120,2/13/2020 0:00,6.0,-29.621048,-62.18637,13.0,2.0,2020.0
178167,11/10/2016 0:00,6.0,-32.419456,-63.301914000000004,10.0,11.0,2016.0
178311,11/17/2018 0:00,5.0,-34.833667999999996,-64.8435,17.0,11.0,2018.0
178459,10/28/2018 0:00,43.0,-3.442668,-72.84966,28.0,10.0,2018.0
178671,11/16/2013 0:00,15.0,-34.608204,-58.35397,16.0,11.0,2013.0
178834,2/3/2020 0:00,1.0,-38.634907,-59.05805,3.0,2.0,2020.0
179025,4/10/2004 0:00,1.0,,,10.0,4.0,2004.0
179931,2/1/2020 0:00,9.0,-37.76222,-63.8423,1.0,2.0,2020.0
180008,3/30/2019 0:00,1.0,-4.365552,-80.23626,30.0,3.0,2019.0
180050,1/28/2016 0:00,1.0,-38.422886,-62.739517000000006,28.0,1.0,2016.0
180540,1/31/2018 0:00,20.0,-36.913418,-64.27019,31.0,1.0,2018.0
180938,2/5/2008 0:00,4.0,-24.48241,-64.968735,5.0,2.0,2008.0
181409,11/12/2018 0:00,500.0,-23.155258,-63.698032,12.0,11.0,2018.0
181848,3/30/2019 0:00,1.0,-4.365552,-80.23626,30.0,3.0,2019.0
181992,3/12/2017 0:00,1.0,-31.871434999999998,-58.211575,12.0,3.0,2017.0
182013,11/8/2016 0:00,2.0,-36.176704,-63.93865,8.0,11.0,2016.0
182136,11/18/2019 0:00,100.0,-34.908638,-57.948919999999994,18.0,11.0,2019.0
182731,11/28/2019 0:00,45.0,-31.45717,-60.895927,28.0,11.0,2019.0
182952,10/28/2018 0:00,43.0,-3.442668,-72.84966,28.0,10.0,2018.0
182960,11/17/2019 0:00,560.0,-32.928604,-64.04991,17.0,11.0,2019.0
183107,2/9/2020 0:00,2.0,-33.597393,-59.8109,9.0,2.0,2020.0
183181,12/19/2019 0:00,2.0,-33.293583,-58.548306000000004,19.0,12.0,2019.0
183301,11/20/2015 0:00,10.0,-34.55684,-58.499237,20.0,11.0,2015.0
183736,7/25/1998 0:00,1.0,,,25.0,7.0,1998.0
183738,1/1/1980 0:00,1.0,,,1.0,1.0,1980.0
183739,9/4/1998 0:00,1.0,,,4.0,9.0,1998.0
183740,2/15/1994 0:00,1.0,,,15.0,2.0,1994.0
183741,3/15/1988 0:00,1.0,,,15.0,3.0,1988.0
183742,7/19/1981 0:00,1.0,,,19.0,7.0,1981.0
183745,9/14/1988 0:00,1.0,,,14.0,9.0,1988.0
183746,8/3/2015 0:00,1.0,,,3.0,8.0,2015.0
183747,10/20/2015 0:00,1.0,,,20.0,10.0,2015.0
184560,10/11/2020 0:00,1.0,-32.17821,-57.237663,11.0,10.0,2020.0
184720,11/26/2020 0:00,2.0,-33.664770000000004,-65.825874,26.0,11.0,2020.0
184975,1/8/2014 0:00,1.0,-38.57114,-60.128235,8.0,1.0,2014.0
185238,2/28/2019 0:00,1.0,-38.4333,-58.2167,28.0,2.0,2019.0
185326,2/16/2020 0:00,20.0,-37.60341,-59.40752,16.0,2.0,2020.0
185518,8/19/2004 0:00,1.0,,,19.0,8.0,2004.0
185760,12/21/2020 0:00,50.0,-36.32172,-56.772774,21.0,12.0,2020.0
185776,12/21/2019 0:00,40.0,-33.37312,-56.51181,21.0,12.0,2019.0
186440,2/11/2018 0:00,15.0,-36.22423,-59.38404499999999,11.0,2.0,2018.0
186825,12/19/2019 0:00,2.0,-33.293583,-58.548306000000004,19.0,12.0,2019.0
187018,12/17/2020 0:00,2.0,-34.460033,-57.723778,17.0,12.0,2020.0
187027,2/13/2020 0:00,3.0,-34.13305,-59.03175,13.0,2.0,2020.0
187166,11/29/2020 0:00,15.0,-34.743846999999995,-55.629096999999994,29.0,11.0,2020.0
